precip,tmax,tmin,tmean,trange,vpd,date
0,14.5,9.6,NA,4.9,905.84,2017-01-02
0,14.53,7.12,10.825,7.409999999999999,566.78,2017-01-03
0,16.03,4.61,NA,11.420000000000002,311.02,2017-01-04
0,18.85,5.37,12.11,13.48,320.38,2017-01-05
0,20.57,6.23,13.4,14.34,341.37,2017-01-06
0,18.6,8.18,13.39,10.420000000000002,399.79,2017-01-07
0,19,3.94,11.47,15.06,287.84,2017-01-08
0,23.49,6.5,14.995,16.99,348.21,2017-01-09
0,20.06,8.97,14.515,11.089999999999998,416.85,2017-01-10
0,20.78,7.25,14.015,13.53,368.01,2017-01-11
0,19.42,7.17,13.295000000000002,12.250000000000002,365.71,2017-01-12
0,20.4,4.99,12.695,15.409999999999998,311.43,2017-01-13
0,18.9,8.47,13.685,10.429999999999998,401.99,2017-01-14
0,18.54,9.83,14.185,8.709999999999999,506.11,2017-01-15
0.26,16.72,10.1,13.41,6.619999999999999,688.71,2017-01-16
0,16.48,7.61,12.045,8.870000000000001,437.17,2017-01-17
0,16.96,4.05,NA,12.91,290.14,2017-01-18
0,18.15,4.29,11.22,13.86,295.49,2017-01-19
1.21,16.12,5.7,10.91,10.420000000000002,328.33,2017-01-20
10.14,13.82,7.69,10.755,6.13,786.38,2017-01-21
0,14.98,8.38,11.68,6.6,603.13,2017-01-22
0,16.84,4.53,10.685,12.31,300.86,2017-01-23
5.22,17.66,7.78,12.72,9.88,521.69,2017-01-24
0,13.87,4.38,9.125,9.489999999999998,367.26,2017-01-25
0,13.77,0.83,7.3,12.94,227.19,2017-01-26
0,13.77,0.21,6.99,13.56,216.55,2017-01-27
0,14.05,0.37,7.21,13.68,219.24,2017-01-28
0,16.76,0.51,8.635000000000002,16.25,221.55,2017-01-29
0,21.92,1.75,11.835,20.17,243.73,2017-01-30
0,23.45,4.31,13.88,19.14,296.06,2017-01-31
0,22.95,3.7,13.325,19.25,282.75,2017-02-01
0,23.53,4.51,14.02,19.020000000000003,300.35,2017-02-02
0,23.1,4.91,NA,18.19,309.42,2017-02-03
0,22.32,5.71,14.015,16.61,328.5,2017-02-04
0,23.53,5.39,14.46,18.14,320.79,2017-02-05
0,23.89,5.87,14.88,18.02,332.36,2017-02-06
0,20.66,8.27,14.465,12.39,396.25,2017-02-07
0,22.85,7.8,15.325,15.05,382.92,2017-02-08
0,24.71,8.35,16.53,16.36,398.76,2017-02-09
0,27.11,9.66,18.385,17.45,438.19,2017-02-10
0,29.53,10.3,19.915,19.23,458.55,2017-02-11
0,27.38,11.97,19.675,15.409999999999998,516.34,2017-02-12
0,23.49,13.53,18.51,9.96,576.08,2017-02-13
0,22.92,13.4,18.16,9.52,570.68,2017-02-14
0,23.17,11.75,NA,11.420000000000002,508.23,2017-02-15
0,23.7,11.51,17.605,12.19,499.98,2017-02-16
0,24.29,7.08,15.685,17.21,363.49,2017-02-17
0,24.18,8.74,16.46,15.44,409.94,2017-02-18
14.03,21.03,10.77,15.9,10.260000000000002,575.75,2017-02-19
0.03,18.46,9.3,13.88,9.16,735.32,2017-02-20
0,20.5,8.78,14.64,11.72,570.9,2017-02-21
0,23.78,7.7,15.74,16.080000000000002,386.26,2017-02-22
0,26.54,9.48,18.009999999999998,17.06,432.4,2017-02-23
0,20,7.27,13.635,12.73,480.56,2017-02-24
0,17.43,2.21,9.82,15.22,305.98,2017-02-25
0,19.36,1.48,10.42,17.88,246.65,2017-02-26
0,20.5,6.87,NA,13.63,426.22,2017-02-27
1.91,20.3,6.77,13.535,13.53,420.54,2017-02-28
0.21,19.4,9.38,14.39,10.019999999999998,674.66,2017-03-01
0,21.15,4.39,NA,16.759999999999998,305.72,2017-03-02
0,25.81,5.13,NA,20.68,314.76,2017-03-03
0,25.54,8.11,16.825,17.43,391.9,2017-03-04
0,27.44,8.67,18.055,18.770000000000003,408.03,2017-03-05
0,25.15,11.39,NA,13.759999999999998,507.77,2017-03-06
0,21.23,6.57,NA,14.66,364.29,2017-03-07
0,24.05,4.04,14.045,20.01,290.1,2017-03-08
0,28.66,6.84,NA,21.82,357.05,2017-03-09
0,30.98,8.84,19.91,22.14,413.14,2017-03-10
0,32.16,9.83,20.994999999999997,22.33,443.55,2017-03-11
0,31.84,11.51,21.675,20.33,499.99,2017-03-12
0,32.08,11.83,21.955,20.25,511.33,2017-03-13
0,33.23,12.02,22.625,21.209999999999997,517.99,2017-03-14
0,34.23,12.81,23.52,21.419999999999995,547.53,2017-03-15
0,33.58,12.77,NA,20.81,546.25,2017-03-16
0,33.87,13.65,NA,20.22,580.65,2017-03-17
0,34.21,13.63,23.92,20.58,580,2017-03-18
0,35.67,15.94,25.805,19.730000000000004,679.83,2017-03-19
0,35.48,13.99,NA,21.489999999999995,594.39,2017-03-20
0,35.44,15.21,25.325,20.229999999999997,646.95,2017-03-21
0,33.5,14.73,24.115,18.77,625.8,2017-03-22
5.02,28.84,13.62,21.23,15.22,602.96,2017-03-23
0,23.9,10.91,17.405,12.989999999999998,509.62,2017-03-24
0,26.05,8.93,17.490000000000002,17.12,415.85,2017-03-25
0,27.95,9.69,NA,18.26,439.15,2017-03-26
0,28.33,10.27,19.299999999999997,18.06,457.78,2017-03-27
0,27.84,10.85,19.345,16.990000000000002,476.96,2017-03-28
0,26.49,11.18,18.835,15.31,488.27,2017-03-29
0,29.62,10.01,NA,19.61,449.27,2017-03-30
0,30.03,10.92,20.475,19.11,479.25,2017-03-31
0,25.2,11.54,18.369999999999997,13.66,501.03,2017-04-01
0,24.15,7.61,15.88,16.54,377.64,2017-04-02
0,28.58,8.29,18.435,20.29,396.88,2017-04-03
0,28.58,10.99,19.785,17.589999999999996,481.71,2017-04-04
0,29.1,10.28,NA,18.82,458.07,2017-04-05
0,28.97,9.82,19.395,19.15,443.2,2017-04-06
0,31.67,11.3,21.485,20.37,492.64,2017-04-07
0,32.63,12.51,22.57,20.120000000000005,536.4,2017-04-08
0,31.07,13.15,22.11,17.92,561.03,2017-04-09
0,28.37,11.83,20.1,16.54,511.3,2017-04-10
0,30.02,9,19.51,21.02,417.85,2017-04-11
0,32.44,9.76,NA,22.68,441.26,2017-04-12
0,32.73,11.77,22.25,20.959999999999997,509.1,2017-04-13
0,34.47,13.71,NA,20.76,583.31,2017-04-14
0,32.94,12.8,NA,20.139999999999997,547.17,2017-04-15
0,32.06,12.07,22.065,19.99,519.92,2017-04-16
0,33.38,12.33,22.855,21.050000000000004,529.64,2017-04-17
0,33.86,13.02,23.44,20.84,555.84,2017-04-18
0,35.25,14.51,24.88,20.74,616.23,2017-04-19
0,33.79,16.46,25.125,17.33,704.23,2017-04-20
0,33.94,13.32,23.63,20.619999999999997,567.7,2017-04-21
0,34.44,13.39,23.915,21.049999999999997,570.22,2017-04-22
0,35.33,14.02,24.674999999999997,21.31,595.88,2017-04-23
0,37.91,15.21,26.56,22.699999999999996,646.65,2017-04-24
0,35.93,16.13,NA,19.8,689.01,2017-04-25
0,30.91,18.76,24.835,12.15,822.61,2017-04-26
0,32.37,14.49,23.43,17.879999999999995,615.68,2017-04-27
0,33.41,16.89,25.15,16.519999999999996,725.18,2017-04-28
0,30.44,18.52,24.48,11.920000000000002,809.59,2017-04-29
0,27.4,11.38,19.39,16.019999999999996,495.13,2017-04-30
0,30.59,11.79,NA,18.8,509.75,2017-05-01
0,33.28,13.09,23.185,20.19,558.48,2017-05-02
0,36.04,15.11,25.575,20.93,642.28,2017-05-03
0,37.63,17.68,NA,19.950000000000003,764.87,2017-05-04
0,39.68,19.42,NA,20.26,859.49,2017-05-05
0,42.29,20.14,31.215,22.15,901.09,2017-05-06
0,38,20.97,29.485,17.03,951.89,2017-05-07
0,26.83,15.9,NA,10.929999999999998,677.87,2017-05-08
1.68,27.49,13.7,20.595,13.79,582.58,2017-05-09
0,24.85,11.71,18.28,13.14,506.86,2017-05-10
0,26.38,12.56,19.47,13.82,538.16,2017-05-11
0,32.26,14.08,23.17,18.18,598.46,2017-05-12
0,37.12,17.88,27.5,19.24,775.44,2017-05-13
0,37.01,18.78,27.895,18.229999999999997,823.61,2017-05-14
0,34.69,17.97,26.33,16.72,780.08,2017-05-15
0,31.06,16.04,NA,15.02,684.72,2017-05-16
0,26.79,13.44,20.115,13.35,572.26,2017-05-17
0,30.7,13.27,NA,17.43,565.63,2017-05-18
0,30.44,16.52,23.48,13.920000000000002,707.48,2017-05-19
0,30.26,14,22.130000000000003,16.26,595.14,2017-05-20
0,34.65,14.95,24.799999999999997,19.7,635.53,2017-05-21
0,38.1,16.85,27.475,21.25,723.07,2017-05-22
0,39.79,18.62,NA,21.17,814.83,2017-05-23
0,40.33,20.41,30.369999999999997,19.92,917.77,2017-05-24
0,42.2,20.3,31.25,21.9,910.83,2017-05-25
0,38.67,24.61,31.64,14.060000000000002,1204.85,2017-05-26
0,35.73,19.93,27.83,15.799999999999995,888.76,2017-05-27
0,35.77,16.65,26.21,19.120000000000005,713.48,2017-05-28
0,38.61,18.6,28.605,20.01,813.54,2017-05-29
0,39.76,18.72,29.24,21.04,820.26,2017-05-30
0,38.89,20.55,29.72,18.34,926.16,2017-05-31
0,38.53,21.18,29.855,17.35,965.12,2017-06-01
0,37.74,21.2,29.47,16.540000000000003,966.56,2017-06-02
0,39.19,19.44,NA,19.749999999999996,860.37,2017-06-03
0,41.54,23.12,32.33,18.42,1094.77,2017-06-04
0,41.64,24.05,32.845,17.59,1162.13,2017-06-05
0,41.71,24.48,33.095,17.23,1195.02,2017-06-06
0,41.07,24.23,32.65,16.84,1175.54,2017-06-07
0,41.59,23.27,32.43,18.320000000000004,1105.66,2017-06-08
0,41.44,21.2,31.32,20.24,966.6,2017-06-09
0,41.5,21.64,NA,19.86,994.76,2017-06-10
0,39.96,22.6,31.28,17.36,1058.57,2017-06-11
0,38.8,20.85,29.825,17.949999999999996,944.52,2017-06-12
0,35.9,19.39,NA,16.509999999999998,857.91,2017-06-13
0,35.43,16.12,25.775,19.31,688.18,2017-06-14
0,39.62,16.23,27.924999999999997,23.389999999999997,693.28,2017-06-15
0,42.2,17.96,30.08,24.24,779.72,2017-06-16
0,42.96,20.18,NA,22.78,903.46,2017-06-17
0,43.05,21.37,32.21,21.679999999999996,977.15,2017-06-18
0,44.08,22.7,33.39,21.38,1065.35,2017-06-19
0,46.61,24.91,35.76,21.7,1228.25,2017-06-20
0,48.29,26.92,37.605,21.369999999999997,1394.02,2017-06-21
0,47.22,28.09,NA,19.13,1499.83,2017-06-22
0,45.39,28.76,37.075,16.63,1562.83,2017-06-23
0,44.63,27.45,36.04,17.180000000000003,1440.88,2017-06-24
0,46.53,27.51,37.02,19.02,1446.1,2017-06-25
0,46.4,30.23,38.315,16.169999999999998,1711.55,2017-06-26
0,44.15,29.4,36.775,14.75,1626.55,2017-06-27
0,43.91,27.06,NA,16.849999999999998,1406.38,2017-06-28
0,42.11,25.35,33.730000000000004,16.759999999999998,1262.38,2017-06-29
0,41.97,23.38,32.675,18.59,1113.09,2017-06-30
0,42.01,22.97,32.489999999999995,19.04,1084.26,2017-07-01
0,43.3,22.63,NA,20.67,1060.48,2017-07-02
0,42.04,24.64,33.34,17.4,1207.04,2017-07-03
0,40.68,26.75,33.715,13.93,1379.56,2017-07-04
0,43.57,27.68,35.625,15.89,1461.95,2017-07-05
0,43.84,28.28,36.06,15.560000000000002,1517.52,2017-07-06
0,44.65,29.6,37.125,15.049999999999995,1646.74,2017-07-07
0,46.65,29.01,37.83,17.639999999999997,1587.21,2017-07-08
0,44.98,31.19,38.085,13.789999999999996,1814.53,2017-07-09
0,42.52,27.89,35.205,14.630000000000004,1480.92,2017-07-10
0,42,28.52,35.26,13.48,1539.87,2017-07-11
0,40.84,26.49,NA,14.350000000000003,1356.95,2017-07-12
0,41.82,27.78,34.8,14.04,1471.52,2017-07-13
0,42.31,28.21,35.260000000000005,14.1,1510.58,2017-07-14
0,42.12,28.19,35.155,13.929999999999996,1509.26,2017-07-15
0,41.77,27.49,34.63,14.280000000000005,1444.85,2017-07-16
10.31,39.69,23.98,31.835,15.709999999999996,1157.4,2017-07-17
18.19,38.98,24.14,NA,14.839999999999996,1168.69,2017-07-18
0,38.19,24.93,31.56,13.259999999999998,1229.46,2017-07-19
0,38.15,26.75,32.45,11.4,1379.7,2017-07-20
0,39.28,26.39,NA,12.89,1348.53,2017-07-21
0,39.54,26.34,32.94,13.2,1344.18,2017-07-22
0,40.32,27.66,33.99,12.66,1460.21,2017-07-23
2.6,37.9,26.15,32.025,11.75,1328.11,2017-07-24
2.46,34.15,23.94,29.045,10.209999999999996,1153.79,2017-07-25
0,39.06,25.46,32.260000000000005,13.6,1271.77,2017-07-26
0,40.63,26.87,33.75,13.760000000000002,1389.95,2017-07-27
0,39.98,28.29,34.135,11.689999999999998,1518.08,2017-07-28
0,38.74,26.63,32.685,12.110000000000005,1369.14,2017-07-29
1.91,38,25.62,NA,12.38,1284.32,2017-07-30
0,37.73,25.17,31.45,12.559999999999995,1248.09,2017-07-31
0,39.56,28.2,33.88,11.360000000000005,1509.67,2017-08-01
0,39.16,28.29,33.724999999999994,10.869999999999996,1518.16,2017-08-02
0,35.95,26.15,31.05,9.800000000000004,1328.28,2017-08-03
0.39,39.54,24.87,32.205,14.669999999999998,1225.02,2017-08-04
0,38.97,23.29,31.13,15.68,1106.98,2017-08-05
0,39.77,25.5,32.635000000000005,14.270000000000003,1274.57,2017-08-06
0,39.72,24.79,32.254999999999995,14.93,1218.35,2017-08-07
0,40.92,24.61,32.765,16.310000000000002,1204.66,2017-08-08
0,41.57,23.62,32.595,17.95,1130.8,2017-08-09
0,43.31,25.3,34.305,18.01,1258.35,2017-08-10
0,40.58,28.7,34.64,11.88,1557.51,2017-08-11
0,40.98,25.36,33.17,15.619999999999996,1263.85,2017-08-12
51.95,39.62,25.02,NA,14.599999999999998,1236.41,2017-08-13
0,37.48,22.16,29.82,15.319999999999997,1489.48,2017-08-14
0,38.76,24.69,31.725,14.069999999999997,1851.01,2017-08-15
0,39.09,24.11,31.6,14.980000000000004,1721.44,2017-08-16
0,38.78,22.52,30.65,16.26,1488.41,2017-08-17
0,39.18,21.19,30.185,17.99,1303.45,2017-08-18
0,39.82,22.1,30.96,17.72,1408.65,2017-08-19
0,39.36,23.59,NA,15.77,1669.42,2017-08-20
0,38.13,25.77,31.950000000000003,12.360000000000005,2234.6,2017-08-21
0,39.18,25.65,NA,13.53,2111.08,2017-08-22
0,41.27,24.94,NA,16.330000000000002,1818.49,2017-08-23
0,40.53,26.26,33.395,14.27,2165.27,2017-08-24
0,39.11,23.85,NA,15.259999999999998,1789.53,2017-08-25
0,41.59,25.17,33.38,16.42,1882.56,2017-08-26
0,42.85,26.67,34.760000000000005,16.18,2117.33,2017-08-27
0,42.42,27.85,NA,14.57,2449.38,2017-08-28
0,42.88,27.68,35.28,15.200000000000005,2382.11,2017-08-29
0,42.14,27.65,NA,14.490000000000002,2460.88,2017-08-30
0,41.94,27.63,34.785,14.31,2490.82,2017-08-31
0,42,25.37,33.685,16.63,1990.49,2017-09-01
0,42.21,24.46,33.335,17.75,1832.24,2017-09-02
0,39.73,26.72,33.224999999999994,13.009999999999998,2540.22,2017-09-03
0,39.06,25.68,32.370000000000005,13.380000000000004,2341.25,2017-09-04
0,39.56,24.94,32.25,14.62,2133.06,2017-09-05
0,41.2,25.51,33.355000000000004,15.69,2140.97,2017-09-06
0,42.24,25.64,33.94,16.6,2105.77,2017-09-07
27,40.6,25.76,33.18,14.84,2742.42,2017-09-08
0,37.23,24.33,30.78,12.9,2613.95,2017-09-09
0,35.35,24.71,30.03,10.64,2883.94,2017-09-10
0,39.47,23.97,31.72,15.5,2393.83,2017-09-11
0,41.37,26.03,33.7,15.339999999999996,2757.15,2017-09-12
0,42.34,26.07,34.205,16.270000000000003,2716.69,2017-09-13
0,41.73,26.41,34.07,15.319999999999997,2854.38,2017-09-14
0,38.71,26.73,32.72,11.98,3190.97,2017-09-15
0,36.29,21.63,NA,14.66,2147.27,2017-09-16
0,35.6,19.29,27.445,16.310000000000002,1784.3,2017-09-17
0,37.11,21.05,29.08,16.06,2011.42,2017-09-18
0,37.51,17.87,27.69,19.639999999999997,1543.43,2017-09-19
0,37.54,18.81,28.174999999999997,18.73,1678.27,2017-09-20
0,37.36,19.25,28.305,18.11,1758.5,2017-09-21
0,35.8,18.67,NA,17.129999999999995,1737.05,2017-09-22
0,32.49,18.99,25.74,13.500000000000004,1939.94,2017-09-23
0,29.94,14.46,22.200000000000003,15.48,1393.92,2017-09-24
0,29.7,12.81,21.255,16.89,1223.61,2017-09-25
0,30.9,10.73,20.815,20.17,1016.54,2017-09-26
0,32.02,12.44,NA,19.580000000000005,1151.1,2017-09-27
0,32.43,14.83,23.63,17.6,1396.05,2017-09-28
0,34.33,13.94,24.135,20.39,1264.33,2017-09-29
0,35.95,16.02,25.985,19.930000000000003,1465.49,2017-09-30
0,36.88,17.93,27.405,18.950000000000003,1690.16,2017-10-01
0,36.13,16.5,26.315,19.630000000000003,1534.83,2017-10-02
0,34.16,16.72,25.44,17.439999999999998,1628.01,2017-10-03
0,35.55,15.29,NA,20.26,1426.34,2017-10-04
0,36.56,17.16,26.86,19.4,1640.22,2017-10-05
0,36.49,19.89,28.19,16.6,2059.31,2017-10-06
0,35.65,17.22,26.435,18.43,1691.82,2017-10-07
0,34.77,12.95,NA,21.820000000000004,1232,2017-10-08
0,34.1,14.09,24.095,20.01,1370.66,2017-10-09
0,33.29,15.11,24.2,18.18,1517.91,2017-10-10
0,32.55,16.21,24.38,16.339999999999996,1692.17,2017-10-11
0,36.08,16.45,26.265,19.63,1632.02,2017-10-12
0,35.22,14.95,25.085,20.27,1476.69,2017-10-13
0,34.82,15.3,25.06,19.52,1537.74,2017-10-14
0,34.05,15.54,24.795,18.51,1596.16,2017-10-15
0,34.92,14.06,NA,20.86,1346.83,2017-10-16
0,36.34,16.83,NA,19.510000000000005,1485,2017-10-17
0,35.07,18.05,26.56,17.02,1707.5,2017-10-18
0,34.38,17.97,NA,16.410000000000004,1731.67,2017-10-19
0,34.56,19.43,26.995,15.130000000000004,1967.96,2017-10-20
0,31.17,16.2,23.685,14.970000000000002,1618.24,2017-10-21
0,29.52,13.76,21.64,15.76,1365.4,2017-10-22
0,32.61,12.05,22.33,20.56,1092.03,2017-10-23
0,34.88,13.04,23.96,21.840000000000003,1123.67,2017-10-24
0,36.73,15.57,26.15,21.159999999999997,1347.09,2017-10-25
0,35.62,16.71,26.165,18.909999999999997,1523.49,2017-10-26
0,33.6,14.68,24.14,18.92,1347.27,2017-10-27
0,32.75,13.34,NA,19.41,1232.13,2017-10-28
0,32.69,13.22,22.955,19.47,1212.58,2017-10-29
0,31.97,13.25,22.61,18.72,1239.75,2017-10-30
0,30.79,13.95,22.369999999999997,16.84,1357.93,2017-10-31
0,27.89,13.74,20.815,14.15,1437.56,2017-11-01
0,28.98,13.68,21.33,15.3,1394.68,2017-11-02
0,27.95,14.87,21.41,13.08,1590.65,2017-11-03
0,27.73,12.84,20.285,14.89,1338.44,2017-11-04
0,28.65,15.45,22.049999999999997,13.2,1651.17,2017-11-05
0,27.16,15.1,21.13,12.06,1667.43,2017-11-06
0,28.22,13.35,NA,14.87,1390.27,2017-11-07
0,27.56,16.02,NA,11.54,1792.03,2017-11-08
0,27.82,15.6,21.71,12.22,1715.48,2017-11-09
0,29.28,15.42,NA,13.86,1630.78,2017-11-10
0,29.92,14.05,21.985,15.87,1430.31,2017-11-11
0,29.61,12.87,21.24,16.740000000000002,549.99,2017-11-12
0,29.3,12.4,20.85,16.9,532.17,2017-11-13
0,30.7,15.19,22.945,15.51,645.9,2017-11-14
0,29.7,14.03,21.865,15.67,596.06,2017-11-15
0,28.8,12.2,20.5,16.6,524.69,2017-11-16
0,29.34,12.92,21.13,16.42,552.07,2017-11-17
0,27.95,13.27,20.61,14.68,601.62,2017-11-18
0,27.15,11.15,19.15,15.999999999999998,493.17,2017-11-19
0,27.81,7.19,17.5,20.619999999999997,366.25,2017-11-20
0,26.56,7.41,16.985,19.15,372.29,2017-11-21
0,25.72,7.76,16.74,17.96,382.01,2017-11-22
0,31.19,9.19,20.19,22,423.69,2017-11-23
0,30.77,10.51,20.64,20.26,465.69,2017-11-24
0,29.96,10.69,20.325,19.270000000000003,471.75,2017-11-25
0,29.4,11.1,NA,18.299999999999997,485.44,2017-11-26
0,29.97,10.23,20.1,19.74,456.38,2017-11-27
0,29.32,10.03,19.675,19.29,450.01,2017-11-28
0,25.45,8.16,16.805,17.29,432.8,2017-11-29
0,25.32,9.77,17.545,15.55,528.83,2017-11-30
0,23.94,12.68,18.31,11.260000000000002,850.25,2017-12-01
0,25.23,14.67,19.95,10.56,1010.43,2017-12-02
0,27.79,13.1,20.445,14.69,681.97,2017-12-03
0,27.16,11.31,19.235,15.85,577.26,2017-12-04
0,25.21,9.75,17.48,15.46,547.98,2017-12-05
0,17.47,8.18,12.825,9.29,779.19,2017-12-06
0,24.12,6.97,15.545,17.150000000000002,430.41,2017-12-07
0,20.77,7.56,14.165,13.21,389.77,2017-12-08
0,20.82,2.85,11.835,17.97,265.17,2017-12-09
0,24.67,2.04,13.355,22.630000000000003,249.22,2017-12-10
0,25.72,7.09,NA,18.63,363.64,2017-12-11
0,24.74,7.58,16.16,17.159999999999997,376.82,2017-12-12
0,23.01,4.28,13.645,18.73,295.19,2017-12-13
0,24.19,4.72,14.455,19.47,305.17,2017-12-14
0,22.38,3.53,12.955,18.85,279.19,2017-12-15
0,22.43,5.38,13.905,17.05,320.54,2017-12-16
